энтропия = 7.51865

2332	0
99	109
93	3
92	100
91	101
90	114
89	75
88	110
88	111
88	116
87	1
87	33
85	2
85	108
85	119
84	106
83	45
83	47
83	51
82	46
81	8
81	91
80	20
79	80
79	140
79	141
79	213
78	6
78	115
78	120
78	181
77	70
77	149
76	185
76	214
75	104
75	171
75	211
74	143
74	163
73	48
72	4
72	165
72	184
72	255
71	60
71	189
70	16
70	30
70	83
70	133
70	178
70	180
70	190
69	93
69	99
69	107
69	198
69	212
69	227
69	244
68	17
68	44
68	86
68	105
68	113
68	125
68	164
68	169
68	193
67	24
67	27
67	40
67	81
67	82
67	92
67	145
67	225
67	230
67	241
67	243
67	252
66	7
66	15
66	57
66	148
66	168
66	188
66	216
65	28
65	102
65	156
65	183
65	210
65	222
65	234
64	21
64	73
64	74
64	84
64	95
64	98
64	147
64	172
64	182
64	231
63	9
63	22
63	25
63	29
63	59
63	78
63	124
63	129
63	136
63	153
63	217
63	219
63	224
63	226
63	228
63	229
63	238
63	240
62	34
62	42
62	50
62	54
62	62
62	72
62	97
62	122
62	128
62	130
62	142
62	203
61	53
61	96
61	152
61	187
61	220
61	242
60	11
60	32
60	35
60	49
60	127
60	157
60	195
60	199
60	201
60	209
60	251
59	12
59	52
59	76
59	89
59	117
59	121
59	131
59	154
59	155
59	186
59	194
59	207
59	208
59	246
58	14
58	38
58	39
58	55
58	58
58	65
58	88
58	118
58	138
58	139
58	151
58	160
58	166
58	179
58	192
58	205
58	223
58	247
58	248
57	63
57	66
57	112
57	146
57	162
57	170
57	206
57	218
57	253
56	5
56	19
56	41
56	56
56	90
56	103
56	132
56	161
56	191
56	215
56	239
55	79
55	137
55	167
55	175
54	23
54	37
54	68
54	77
54	87
54	123
54	221
53	26
53	31
53	43
53	71
53	85
53	126
53	134
53	150
53	177
53	250
52	13
52	18
52	36
52	67
52	69
52	135
52	197
52	200
52	233
52	235
51	10
51	61
51	236
50	176
50	204
50	237
50	245
49	64
49	144
49	159
49	196
49	232
49	254
48	202
47	94
47	158
47	173
47	249
44	174
