энтропия = 7.9957

433	0
409	7
390	249
384	219
381	135
380	14
377	128
376	62
370	17
366	29
366	97
366	157
366	239
365	177
364	118
363	12
361	24
360	31
360	126
358	3
358	166
357	76
357	187
356	96
356	144
356	176
356	192
356	200
356	250
355	15
353	99
353	191
352	112
352	213
351	32
351	59
351	101
351	207
351	245
350	154
350	201
350	221
350	236
350	240
349	124
349	218
348	2
348	19
348	22
348	123
348	140
348	231
347	98
347	100
347	116
347	117
346	67
346	220
345	244
344	4
344	38
344	41
344	74
344	142
343	30
343	131
343	164
343	183
342	61
342	104
341	64
341	75
341	105
341	178
341	182
341	228
340	115
340	125
340	129
340	153
339	16
339	48
339	63
339	65
339	198
339	229
339	246
339	251
338	8
338	18
338	20
338	28
338	39
338	50
338	56
337	44
337	130
337	145
337	156
337	216
337	223
336	202
336	209
336	242
336	252
335	57
335	155
335	224
334	1
334	36
334	232
333	88
333	95
333	137
333	211
333	233
333	254
332	150
332	241
331	78
331	159
331	235
331	238
330	72
330	119
330	180
330	188
329	11
329	45
329	73
329	163
329	195
329	214
329	226
328	196
327	25
327	49
327	77
327	197
327	208
327	237
327	253
326	6
326	9
326	51
326	58
326	79
326	103
326	184
325	27
325	148
325	190
325	206
325	234
324	66
324	70
324	146
324	162
323	127
323	222
322	69
321	151
320	141
320	203
320	225
319	52
319	139
319	194
317	13
317	35
317	71
317	149
317	152
317	243
316	114
316	133
316	134
316	169
315	92
315	189
315	210
313	46
313	120
313	147
313	186
312	83
312	86
312	102
312	193
311	21
309	68
309	89
309	121
309	138
309	173
309	199
308	175
307	230
306	23
306	26
306	33
306	87
305	84
305	94
305	108
305	168
304	107
304	136
303	165
303	185
302	10
302	60
302	91
302	143
302	158
302	171
302	179
301	93
301	247
300	174
300	212
299	110
298	122
298	160
297	53
297	80
297	227
296	37
296	47
295	106
295	132
295	161
295	215
294	34
294	111
294	113
294	217
293	255
292	204
291	54
290	5
290	109
289	172
287	81
287	82
286	248
282	90
279	43
277	40
277	42
275	167
271	181
269	205
267	55
266	85
247	170
