энтропия = 7.91096

373	0
171	40
168	69
164	1
161	20
142	162
134	128
129	10
125	138
118	50
111	120
108	81
106	248
104	240
102	36
102	241
100	226
99	7
99	255
98	198
96	25
94	3
93	207
91	218
90	24
90	227
89	57
89	73
89	121
89	140
87	225
86	70
86	127
85	4
85	60
85	80
85	107
85	158
85	197
84	39
84	186
83	35
83	105
83	119
83	195
81	28
81	79
81	115
81	174
80	63
80	109
80	146
80	228
79	92
79	196
79	252
78	43
78	55
78	91
78	103
78	111
78	130
78	141
78	188
77	8
77	124
77	129
77	159
76	64
76	142
76	145
76	201
76	254
75	15
75	27
75	54
75	113
75	177
75	219
74	9
74	11
74	12
74	14
74	181
74	182
73	93
73	106
73	173
72	2
72	45
72	51
72	133
72	134
72	147
72	180
72	190
72	210
72	215
71	30
71	187
71	224
70	31
70	53
70	156
70	171
70	237
69	117
69	135
69	243
68	88
68	99
68	112
68	126
68	169
68	185
68	192
68	193
68	199
68	234
67	175
67	183
66	6
66	154
66	200
66	233
66	246
65	62
65	82
65	150
65	221
65	238
64	78
64	114
64	131
64	143
64	211
64	216
63	5
63	13
63	44
63	46
63	52
63	71
63	172
63	212
63	214
62	23
62	29
62	61
62	94
62	110
62	123
61	102
61	149
61	160
61	206
61	222
61	229
61	235
61	242
60	26
60	87
60	89
60	101
60	168
60	223
60	247
59	16
59	21
59	32
59	56
59	58
59	59
59	72
59	251
58	22
58	37
58	47
58	118
58	153
58	179
58	191
58	194
57	75
57	108
57	231
57	244
56	151
56	167
56	208
56	213
55	17
55	125
55	236
54	34
54	96
54	97
54	100
54	178
54	232
54	253
53	90
53	98
53	116
53	155
53	157
53	189
53	230
52	165
52	203
52	209
52	220
52	250
51	77
51	86
51	95
51	144
50	65
50	104
50	202
49	136
49	139
49	161
49	163
49	164
49	176
48	48
48	122
48	137
48	166
47	245
46	18
46	42
46	184
45	67
45	249
44	49
44	204
43	19
43	85
43	239
42	74
41	33
40	76
40	205
39	41
39	152
37	38
37	83
37	84
37	217
35	148
34	132
34	170
32	66
31	68
